"user_supplied_name","matched_name","family","symmetry"
"Melochia villosa","Melochia villosa",NA,"actinomorphic"
"Memecylon eleagni","Memecylon eleagni",NA,"actinomorphic"
"Meriana sclerophylla","Meriania sclerophylla",NA,"actinomorphic"
"Metothria tiukiuensis","Melothria liukiuensis",NA,"actinomorphic"
"Miconia stephananthera","Miconia stephananthera",NA,"actinomorphic"
"Mikania psilotachya","Mikania psilostachya",NA,"actinomorphic"
"Mimusops erythroxylon","Mimusops erythroxylon",NA,"actinomorphic"
"Mimusops sechellarum","Mimusops sechellarum",NA,"actinomorphic"
"Molinaea alternifolia","Molinaea alternifolia",NA,"actinomorphic"
"Molinaea macrantha","Molinaea macrantha",NA,"actinomorphic"
"Montricharida arborescens","Montrichardia arborescens",NA,"zygomorphic"
"Mosta dianthera","Mosla dianthera",NA,"zygomorphic"
"Musaenda parviflora","Mussaenda parviflora","Rubiaceae","actinomorphic"
"Muscari commutatum","Muscari commutatum",NA,"actinomorphic"
"Mustisia subulata","Mutisia subulata",NA,"actinomorphic"
"Myosotis virginica","Myosotis virginica",NA,"actinomorphic"
"Nassauvia pungens","Nassauvia pungens",NA,"actinomorphic"
"Nemopanthus mucronata","Nemopanthus mucronata",NA,"actinomorphic"
"Nepeta hederacea","Nepeta hederacea",NA,"zygomorphic"
"Nepeta teydea","Nepeta teydea",NA,"zygomorphic"
"Nidularium itatiaiae","Nidularium itatiaiae",NA,"actinomorphic"
"Nidularium longiflorum","Nidularium longiflorum",NA,"actinomorphic"
"Nidularium rutilans","Nidularium rutilans",NA,"actinomorphic"
"Noechamaelea pulverulenta","Neochamaelea pulverulenta",NA,"actinomorphic"
"Northea hornei","Northea hornei",NA,"actinomorphic"
"Nothoscordum andinum","Nothoscordum andinum",NA,"actinomorphic"
"Nototriche compacta","Nototriche compacta",NA,"actinomorphic"
"Nymphaea advena","Nymphaea advena",NA,"actinomorphic"
"Ochna kirkii","Ochna kirkii",NA,"actinomorphic"
"Ocotea laevigata","Ocotea laevigata",NA,"actinomorphic"
"Odontonema barlerioides","Odontonema barlerioides",NA,"zygomorphic"
"Onagra biennis","Onagra biennis",NA,"actinomorphic"
"Opulaster opulifolius","Opulaster opulifolius",NA,"actinomorphic"
"Opuntia corrugata","Opuntia corrugata",NA,"actinomorphic"
"Opuntia echios gigantea","Opuntia echios",NA,"actinomorphic"
"Ormocaipum cochinchinense","Ormocarpum cochinchinense",NA,"zygomorphic"
"Ornithogalum exscapum","Ornithogalum exscapum",NA,"actinomorphic"
"Osmorrhiza longistylis","Osmorhiza longistylis",NA,"actinomorphic"
"Osterium sieboldii","Ostericum sieboldii",NA,"actinomorphic"
"Ovidia pillopillo","Ovidia pillopillo",NA,"actinomorphic"
"Oxalis cordobensis","Oxalis cordobensis",NA,"actinomorphic"
"Oxalis geminata","Oxalis geminata",NA,"actinomorphic"
"Pachylophus caespitosus","Pachylophus caespitosus",NA,"actinomorphic"
"Pagameopsis garryoides","Pagameopsis garryoides","Rubiaceae","actinomorphic"
"Palicourea subspicata","Palicourea subspicata","Rubiaceae","actinomorphic"
"Pandanus wiehii","Pandanus wiehei",NA,"actinomorphic"
"Paragenipa wrightii","Paragenipa wrightii",NA,"actinomorphic"
"Parahebe lyalii","Parahebe lyallii",NA,"actinomorphic"
"Parolinea intermedia","Parolinia intermedia",NA,"actinomorphic"
"Patrinia triloba palmata","Patrinia triloba",NA,"actinomorphic"
"Pavonia cymbalaria","Pavonia cymbalaria",NA,"actinomorphic"
"Pedicularis arctica","Pedicularis arctica",NA,"zygomorphic"
"Penstemon roseus","Penstemon roseus",NA,"zygomorphic"
"Penstemon unilateralis","Penstemon unilateralis",NA,"zygomorphic"
"Pentstemon glaber","Pentstemon glaber",NA,"zygomorphic"
"Pentstemon glaucus","Pentstemon glaucus",NA,"zygomorphic"
"Pentstemon gracilis","Pentstemon gracilis",NA,"zygomorphic"
"Persicaria aestiva","Persicaria aestiva",NA,"actinomorphic"
"Persicaria comspicua","Persicaria conspicua",NA,"actinomorphic"
"Persicaria conspicua","Persicaria conspicua",NA,"actinomorphic"
"Persicaria nipponensis","Persicaria nipponensis",NA,"actinomorphic"
"Persicaria yokusaiana","Persicaria yokusaiana",NA,"actinomorphic"
"Petalostemon candidus","Petalostemon candidus",NA,"actinomorphic"
"Petalostemum candidum","Petalostemum candidum",NA,"actinomorphic"
"Petalostemum purpureum","Petalostemum purpureum",NA,"actinomorphic"
"Phebalium ovatifolium","Phebalium ovatifolium",NA,"actinomorphic"
"Philadelphus grandiflorus","Philadelphus grandiflorus",NA,"actinomorphic"
"Philodendron ptarianum","Philodendron ptarianum",NA,"zygomorphic"
"Phthirusa adunca","Phthirusa adunca","Loranthaceae","actinomorphic"
"Phyllanthus phillyreifolius","Phyllanthus phillyreifolius",NA,"actinomorphic"
"Picris hieracioides japonica","Picris hieracioides",NA,"actinomorphic"
"Pimpinella cumbrae","Pimpinella cumbrae",NA,"actinomorphic"
"Piper kadzura","Piper kadzura","Piperaceae","actinomorphic"
"Pitcaimia flammea","Pitcairnia flammea","Bromeliaceae","actinomorphic"
"Pithecellobium mangens","Pithecellobium mangense",NA,"actinomorphic"
"Pittosporum senacia","Pittosporum senacia",NA,"actinomorphic"
"Pogonia stricta","Pogonia stricta","Orchidaceae","zygomorphic"
"Polemonium caeruleum yezoense","Polemonium caeruleum",NA,"actinomorphic"
"Polygala stenophylla","Polygala stenophylla",NA,"zygomorphic"
"Polygonatum commutatum","Polygonatum commutatum",NA,"actinomorphic"
"Polygonatum macranthum","Polygonatum macranthum",NA,"actinomorphic"
"Polygonum acre","Polygonum acre",NA,"actinomorphic"
"Polygonum aubertii","Polygonum aubertii",NA,"actinomorphic"
"Polygonum scandens","Polygonum scandens",NA,"actinomorphic"
"Potentilla monspeliensis norvegica","Potentilla monspeliensis",NA,"actinomorphic"
"Potentilla sundaica","Potentilla sundaica",NA,"actinomorphic"
"Prasophyllum alpinum","Prasophyllum alpinum","Orchidaceae","zygomorphic"
"Premna corymbosa","Premna corymbosa","Lamiaceae","zygomorphic"
"Prenanthes tanakae","Prenanthes tanakae",NA,"actinomorphic"
"Prunus demissa","Prunus demissa",NA,"actinomorphic"
"Prunus pennsylvanica","Prunus pennsylvanica",NA,"actinomorphic"
"Psedera quinquefolia","Psedera quinquefolia",NA,"actinomorphic"
"Psittacanthus dichroos","Psittacanthus dichroos",NA,"actinomorphic"
"Psittacanthus lasianthus","Psittacanthus lasianthus",NA,"actinomorphic"
"Pslicourea quadrifolia","Palicourea quadrifolia",NA,"actinomorphic"
"Psoralia bituminosa","Psoralea bituminosa",NA,"zygomorphic"
"Psychotria peppigiana","Psychotria poeppigiana",NA,"actinomorphic"
"Psychotria sepens","Psychotria repens",NA,"actinomorphic"
"Ptantago asiatica","Plantago asiatica","Plantaginaceae","zygomorphic"
"Puya clava-herculis","Puya clava-herculis",NA,"actinomorphic"
"Pycnanthemum flexuosum","Pycnanthemum flexuosum",NA,"actinomorphic"
"Pyrostria fasciculata","Pyrostria fasciculata",NA,"actinomorphic"
"Pyrrhocactus strausianum","Pyrrhocactus strausianus",NA,"actinomorphic"
"Pyrus coronaria","Pyrus coronaria",NA,"actinomorphic"
"Quesnelia augusto-coburgii","Quesnelia augusto-coburgii",NA,"actinomorphic"
"Quinchamalium chilensis","Quinchamalium chilense",NA,"actinomorphic"
"Rabdosia longituba","Rabdosia longituba",NA,"zygomorphic"
"Rabdosia trichocarpa","Rabdosia trichocarpa",NA,"zygomorphic"
"Racinaea tetrantha","Racinaea tetrantha",NA,"actinomorphic"
"Radicula obtusa","Radicula obtusa","Brassicaceae","actinomorphic"
"Radicula palustris","Radicula palustris","Brassicaceae","actinomorphic"
"Ranunculus lyalii","Ranunculus lyallii",NA,"actinomorphic"
"Ranunculus spruneranus","Ranunculus spruneranus",NA,"actinomorphic"
"Raoulia lutescens","Raoulia lutescens",NA,"actinomorphic"
"Raoulia mammilaris","Raoulia mammillaris",NA,"actinomorphic"
"Remijia densiflora","Remijia densiflora",NA,"actinomorphic"
"Rhododendron mucronata","Rhododendron mucronatum",NA,"actinomorphic"
"Rhododendron oomurasalei","Rhododendron omurasaki",NA,"actinomorphic"
"Rhus canadensis","Rhus canadensis",NA,"actinomorphic"
"Ribes gracile","Ribes gracile",NA,"actinomorphic"
"Rosa borboniana","Rosa borboniana",NA,"actinomorphic"
"Rosa humilis","Rosa humilis",NA,"actinomorphic"
"Rosa multtlflora","Rosa multiflora",NA,"actinomorphic"
"Rubus idaeus f marmoratus","Rubus idaeus",NA,"actinomorphic"
"Rubus microphyllus","Rubus microphyllus",NA,"actinomorphic"
"Rubus villosus","Rubus villosus",NA,"actinomorphic"
"Ryania pyrifera","Ryania pyrifera","Salicaceae","actinomorphic"
"Rydbergia grandilfora","Rydbergia grandiflora",NA,"actinomorphic"
"Saggitaria quyanensis","Sagittaria guyanensis",NA,"actinomorphic"
"Salix longifolia","Salix longifolia",NA,"actinomorphic"
"Salix sieboldiana","Salix sieboldiana",NA,"actinomorphic"
"Salix vulpina","Salix vulpina",NA,"actinomorphic"
"Salvia sellowiana","Salvia sellowiana","Lamiaceae","zygomorphic"
"Salvia triloba","Salvia triloba",NA,"zygomorphic"
"Samolus floribundus","Samolus floribundus",NA,"actinomorphic"
"Sarcostemma clausum","Sarcostemma clausum",NA,"actinomorphic"
"Sassafras variifolium","Sassafras variifolium",NA,"actinomorphic"
"Saussurea yanagisawae","Saussurea yanagisawae",NA,"actinomorphic"
"Sauvagesia angustifolia","Sauvagesia angustifolia",NA,"actinomorphic"
"Saxifraga caespitosa","Saxifraga caespitosa",NA,"actinomorphic"
"Scabiosa stellata","Scabiosa stellata",NA,"actinomorphic"
"Scalesia affinis","Scalesia affinis",NA,"actinomorphic"
"Scalesia beurii","Scalesia baurii",NA,"actinomorphic"
"Scaligeria cretica","Scaligeria cretica",NA,"actinomorphic"
"Scaveola plumieri","Scaevola plumieri",NA,"zygomorphic"
"Schinus patagonicus","Schinus patagonicus",NA,"actinomorphic"
"Scorzonera lanata","Scorzonera lanata",NA,"actinomorphic"
"Scutellaria canescans","Scutellaria canescens",NA,"zygomorphic"
"Scutellaria versicolor","Scutellaria versicolor",NA,"zygomorphic"
"Sebatia angularis","Sabatia angularis",NA,"actinomorphic"
"Senecio arechavaletae","Senecio arechavaletae",NA,"actinomorphic"
"Senecio bellidioides","Senecio bellidioides",NA,"actinomorphic"
"Senecio bidwilli","Senecio bidwillii",NA,"actinomorphic"
"Senecio bravensis","Senecio bravensis",NA,"actinomorphic"
"Senecio bustillosianus","Senecio bustillosianus",NA,"actinomorphic"
"Senecio erucaeformis","Senecio erucaeformis",NA,"actinomorphic"
"Senecio francisci","Senecio francisci",NA,"actinomorphic"
"Senecio grisebachii","Senecio grisebachii",NA,"actinomorphic"
"Senecio lithostaurus","Senecio lithostaurus",NA,"actinomorphic"
"Senecio looseri","Senecio looseri",NA,"actinomorphic"
"Senecio nikoensis","Senecio nikoensis",NA,"actinomorphic"
"Senecio pectinatus","Senecio pectinatus",NA,"actinomorphic"
"Senecio scorzoneroides","Senecio scorzoneroides",NA,"actinomorphic"
"Senecio steetzii","Senecio steetzii",NA,"actinomorphic"
"Senecio subulatus","Senecio subulatus",NA,"actinomorphic"
"Senecio tricephalus","Senecio tricephalus",NA,"actinomorphic"
"Serratula coronata insularis","Serratula coronata ",NA,"actinomorphic"
"Shultesia brachyptera","Schultesia brachyptera",NA,"actinomorphic"
"Sideritis argosphacelus","Sideritis argosphacelus",NA,"zygomorphic"
"Sieversia ciliata","Sieversia ciliata",NA,"actinomorphic"
"Sieversia turbinata","Sieversia turbinata",NA,"actinomorphic"
"Silene halli","Silene hallii",NA,"actinomorphic"
"Siphocampylus lauroanus","Siphocampylus lauroanus",NA,"actinomorphic"
"Siphocampylus longipedunculatus","Siphocampylus longipedunculatus",NA,"actinomorphic"
"Siphocampylus paramicola","Siphocampylus paramicola",NA,"actinomorphic"
"Sisymbrium canescens","Sisymbrium canescens",NA,"actinomorphic"
"Sisyrinchium gramineum","Sisyrinchium gramineum",NA,"actinomorphic"
"Sisyrinchium philippii","Sisyrinchium philippii",NA,"actinomorphic"
"Sium cicutaefolium","Sium cicutaefolium",NA,"actinomorphic"
"Sobralia liliastrum","Sobralia liliastrum",NA,"actinomorphic"
"Solanum tomatillo","Solanum tomatillo",NA,"actinomorphic"
"Solenomelus sisyrinchium","Solenomelus sisyrinchium",NA,"actinomorphic"
"Solidago chilensis","Solidago chilensis",NA,"actinomorphic"
"Solidago serotina","Solidago serotina",NA,"actinomorphic"
"Solidago virgaurea","Solidago virgaurea",NA,"actinomorphic"
"Solidago virgaurea asiatica","Solidago virgaurea",NA,"actinomorphic"
"Sonchus tenerrinus","Sonchus tenerrinus",NA,"actinomorphic"
"Specularia perfoliata","Specularia perfoliata",NA,"actinomorphic"
"Spilanthes stolonifera","Spilanthes stolonifera",NA,"actinomorphic"
"Spiraea tossensis","Spiraea tosaensis",NA,"actinomorphic"
"Spiranthes gracilis","Spiranthes gracilis","Orchidaceae","zygomorphic"
"Stachtarpheta cayanensis","Stachytarpheta cayanensis",NA,"actinomorphic"
"Stachys albi","Stachys alba",NA,"zygomorphic"
"Stachytapheta jamaicensis","Stachytarpheta jamaicensis",NA,"actinomorphic"
"Stackhousia pulvinaris","Stackhousia pulvinaris",NA,"actinomorphic"
"Stanleya pinnatifida","Stanleya pinnatifida",NA,"actinomorphic"
"Staurogyne itatiaiae","Staurogyne itatiaiae",NA,"zygomorphic"
"Stegolepsis angustata","Stegolepis angustata",NA,"actinomorphic"
"Steironema ciliatum","Steironema ciliatum",NA,"actinomorphic"
"Steironema quadriflorum","Steironema quadriflorum",NA,"actinomorphic"
"Stellaria uchiyamana","Stellaria uchiyamana",NA,"actinomorphic"
"Stenactis annuus","Stenactis annuus",NA,"actinomorphic"
"Stenanthium angustifolium","Stenanthium angustifolium",NA,"actinomorphic"
"Stenodraba stenophylla","Stenodraba stenophylla",NA,"actinomorphic"
"Stevia satureiifolia","Stevia satureiifolia",NA,"actinomorphic"
"Strophostyles pauciflora","Strophostyles pauciflora",NA,"zygomorphic"
"Swida macrophylla","Swida macrophylla",NA,"actinomorphic"
"Swida stlonifera","Swida stolonifera",NA,"actinomorphic"
"Symphoricarpos orbicularis","Symphoricarpos orbicularis",NA,"actinomorphic"
"Symplocos microcalyx","Symplocos microcalyx",NA,"actinomorphic"
"Synqonanthus caulescens","Syngonanthus caulescens",NA,"actinomorphic"
"Synurus excelsus","Synurus excelsus",NA,"actinomorphic"
"Synurus pungens","Synurus pungens",NA,"actinomorphic"
"Syzygium glomeratum","Syzygium glomeratum",NA,"actinomorphic"
"Syzygium mauritianum","Syzygium mauritianum",NA,"actinomorphic"
"Syzygium petrinese","Syzygium petrinense",NA,"actinomorphic"
"Syzygium wrightii","Syzygium wrightii",NA,"actinomorphic"
"Tabernamontana macrocalyx","Tabernaemontana macrocalyx",NA,"actinomorphic"
"Tecoma radicans","Tecoma radicans",NA,"actinomorphic"
"Ternstroemia crassifolia","Ternstroemia crassifolia",NA,"actinomorphic"
"Thalictrum filamentosum tenerum","Thalictrum filamentosum",NA,"actinomorphic"
"Thaspium aureum trifoliatum","Thaspium aureum",NA,"actinomorphic"
"Thymelaea hirusta","Thymelaea hirsuta",NA,"actinomorphic"
"Tiarella cordifolia collina","Tiarella cordifolia",NA,"actinomorphic"
"Tillandsia orbicularis","Tillandsia orbicularis",NA,"zygomorphic"
"Tournefortia rufo-sericea","Tournefortia rufo-sericea",NA,"actinomorphic"
"Tourneortia argentea","Tournefortia argentea",NA,"actinomorphic"
"Tradescantia brevicaulis","Tradescantia brevicaulis",NA,"actinomorphic"
"Tradescantia pilosa","Tradescantia pilosa",NA,"actinomorphic"
"Tremastelma palestinum","Tremastelma palaestinum",NA,"actinomorphic"
"Trixis stricta","Trixis stricta",NA,"actinomorphic"
"Turnera pinnatifida","Turnera pinnatifida",NA,"actinomorphic"
"Turraea rigida","Turraea rigida",NA,"actinomorphic"
"Ulmus fulva","Ulmus fulva",NA,"actinomorphic"
"Urechites lutea","Urechites lutea",NA,"actinomorphic"
"Urospermum picrioides","Urospermum picroides",NA,"actinomorphic"
"Vaccinium euryanthum","Vaccinium euryanthum",NA,"actinomorphic"
"Vaccinium oldhami","Vaccinium oldhami",NA,"actinomorphic"
"Vaccinium puberulum","Vaccinium puberulum",NA,"actinomorphic"
"Vallesia glabra","Vallesia glabra",NA,"actinomorphic"
"Velloziela dracocephaloides","Velloziella dracocephaloides",NA,"actinomorphic"
"Veratrum album oxysepalum","Veratrum album",NA,"actinomorphic"
"Verbascum undulatum","Verbascum undulatum",NA,"actinomorphic"
"Verbena angustifolia","Verbena angustifolia",NA,"actinomorphic"
"Verbena bracteosa","Verbena bracteosa",NA,"actinomorphic"
"Verbena scoparia","Verbena scoparia",NA,"actinomorphic"
"Vernonia bolivariensis","Vernonia bolivarensis",NA,"actinomorphic"
"Veronica virginica","Veronica virginica",NA,"actinomorphic"
"Veronicastrum sibiricum japonicum","Veronicastrum sibiricum ",NA,"actinomorphic"
"Viburnum phlebotricum","Viburnum phlebotrichum",NA,"actinomorphic"
"Viburnum pubescens","Viburnum pubescens",NA,"actinomorphic"
"Viola atropurpurea","Viola atropurpurea","Violaceae","zygomorphic"
"Viola montagnei","Viola montagnei","Violaceae","zygomorphic"
"Viola papilionacea","Viola papilionacea","Violaceae","zygomorphic"
"Viola philippii","Viola philippii","Violaceae","zygomorphic"
"Vismia lauriformis","Vismia lauriformis",NA,"actinomorphic"
"Vitex mollis","Vitex mollis",NA,"zygomorphic"
"Vriesea altodaserrae","Vriesea altodaserrae",NA,"zygomorphic"
"Vriesea inflata","Vriesea inflata",NA,"zygomorphic"
"Vriesea sp1 M_PL_063","Vriesea",NA,"zygomorphic"
"VVedelia biflora","Vedelia biflora",NA,"actinomorphic"
"Wallenia laurifolia","Wallenia laurifolia",NA,"actinomorphic"
"Walteria rotundifolia","Waltheria rotundifolia",NA,"actinomorphic"
"Waltheria ovata","Waltheria ovata",NA,"actinomorphic"
"Warneckea trinervis","Warneckea trinervis",NA,"actinomorphic"
"Werneria pygmaea","Werneria pygmaea",NA,"actinomorphic"
"Wigginsia tephracantha","Wigginsia tephracantha",NA,"actinomorphic"
"Xyris savanensis","Xyris savanensis",NA,"actinomorphic"
"Xyris setigera","Xyris setigera",NA,"actinomorphic"
"Lotus sp1 M_PL_050","Lotus","Fabaceae","zygomorphic"
"Nelumbo lutea","Nelumbo lutea","Nelumbonaceae","actinomorphic"
"Nepenthes pervillei","Nepenthes pervillei","Nepenthaceae","actinomorphic"
"Bougainvillea sp1 M_PL_026","Bougainvillea","Nyctaginaceae","actinomorphic"
"Mirabilis jalapa","Mirabilis jalapa","Nyctaginaceae","actinomorphic"
"Mirabilis sp1 M_PL_065","Mirabilis","Nyctaginaceae","actinomorphic"
"Nymphaea marliacea","Nymphaea marliacea","Nymphaeaceae","actinomorphic"
"Medusagyne oppositifolia","Medusagyne oppositifolia","Ochnaceae","actinomorphic"
"Ochna mauritiana","Ochna mauritiana","Ochnaceae","actinomorphic"
"Poecilandra retusa","Poecilandra retusa","Ochnaceae","actinomorphic"
"Sauvagesia rubiginosa","Sauvagesia rubiginosa","Ochnaceae","actinomorphic"
"Forsythia suspensa","Forsythia suspensa","Oleaceae","actinomorphic"
"Fraxinus griffithii","Fraxinus griffithii","Oleaceae","actinomorphic"
"Ligustrum japonicum","Ligustrum japonicum","Oleaceae","actinomorphic"
"Ligustrum joponicum","Ligustrum japonicum","Oleaceae","actinomorphic"
"Ligustrum obtusifolium","Ligustrum obtusifolium","Oleaceae","actinomorphic"
"Olea lancea","Olea lancea","Oleaceae","actinomorphic"
"Phillyrea angustifolia","Phillyrea angustifolia","Oleaceae","actinomorphic"
"Picconia excelsa","Picconia excelsa","Oleaceae","actinomorphic"
"Syringa vulgaris","Syringa vulgaris","Oleaceae","actinomorphic"
"Chamaenerion angustifolium","Chamaenerion angustifolium","Onagraceae","actinomorphic"
"Chamerion angustifolium","Chamerion angustifolium","Onagraceae","actinomorphic"
"Circaea lutetiana","Circaea lutetiana","Onagraceae","actinomorphic"
"Clarkia tenella","Clarkia tenella","Onagraceae","actinomorphic"
"Epilobium angustifolium","Epilobium angustifolium","Onagraceae","actinomorphic"
"Epilobium gunnianum","Epilobium gunnianum","Onagraceae","actinomorphic"
"Epilobium hirsutum","Epilobium hirsutum","Onagraceae","actinomorphic"
"Epilobium latifolium","Epilobium latifolium","Onagraceae","actinomorphic"
