Host,Parasite
Damaliscus lunatus,Trichostrongylus thomasi
Lepus saxatilis,Trichostrongylus thomasi
Phacochoerus aethiopicus,Trichostrongylus thomasi
Equus zebra,Triodontophorus nipponicus
Equus zebra,Triodontophorus serratus
Scapteromys tumidus,Ansiruptodera scapteromi
Hydrochoerus hydrochaeris,Dirofilaria acutiuscula
Dolichotis patagonum,Graphidioides affinis
Holochilus brasiliensis,Graphidioides kravetzi
Calomys laucha,Physaloptera calnuensis
Tapirus terrestris,Spiroptera chrisoptera
Dinomys branickii,Wellcomia branickii
Notophthalmus viridescens,Cosmocercoides variabilis
Antilocapra americana,Marshallagia marshalli
Antilocapra americana,Ostertagia bisonis
Bison bison,Ostertagia kasakhstanica
Antilocapra americana,Ostertagia ostertagi
Oreamnos americanus,Ostertagia ostertagi
Ovis canadensis,Ostertagia trifurcata
Antilocapra americana,Teladorsagia circumcincta
Garrulus glandarius,Acuaria anthuris
Alectoris rufa,Acuaria gruveli
Bubo bubo,Acuaria gruveli
Meles meles,Aelurostrongylus pridhami
Mustela lutreola,Aelurostrongylus pridhami
Testudo hermanni,Alaeuris numidica
Genetta genetta,Ancylostoma martinezi
Felis silvestris,Ancylostoma tubaeforme
Lynx pardinus,Ancylostoma tubaeforme
Meles meles,Angiostrongylus vasorum
Arvicola sapidus,Angiostrongylus dujardini
Crocidura russula,Aonchotheca europaea
Talpa occidentalis,Aonchotheca europaea
Myotis capaccinii,Aonchotheca moraveci
Myotis myotis,Aonchotheca moraveci
Rattus norvegicus,Aonchotheca murissylvatici
Martes foina,Aonchotheca putorii
Mustela lutreola,Aonchotheca putorii
Mustela nivalis,Aonchotheca putorii
Bufo bufo,Aplectana brumpti
Rana temporaria,Aplectana macintoshii
Alectoris rufa,Ascaridia galli
Buteo buteo,Ascaridia galli
Anas platyrhynchos,Ascaridia lineata
Phasianus colchicus,Ascaridia lineata
Fulica atra,Avioserpens mosgovoyi
Gallinula chloropus,Avioserpens mosgovoyi
Martes foina,Baylisascaris columnaris
Capra pyrenaica,Bunostomum trigonocephalum
Apodemus sylvaticus,Calodium hepaticum
Crocidura russula,Calodium soricicola
Cervus elaphus,Camelostrongylus mentulatus
Gazella cuvieri,Camelostrongylus mentulatus
Felis silvestris,Capillaria aerophila
Lynx pardinus,Capillaria aerophila
Alectoris rufa,Capillaria anatis
Rattus norvegicus,Capillaria annulosa
Arvicola sapidus,Capillaria bacillata
Alectoris rufa,Capillaria caudinflata
Meleagris gallopavo,Capillaria caudinflata
Alectoris rufa,Capillaria contorta
Cyanopica cyanus,Capillaria cyanopicae
Crocidura suaveolens,Capillaria europaea
Asio flammeus,Capillaria falconis
Bubo bubo,Capillaria falconis
Apodemus sylvaticus,Capillaria hepatica
Cavia porcellus,Capillaria hepatica
Erinaceus europaeus,Capillaria hepatica
Oryctolagus cuniculus,Capillaria hepatica
Crocidura russula,Capillaria incrassata
Monticola solitarius,Capillaria inflexa
Turdus philomelos,Capillaria inflexa
Rattus norvegicus,Capillaria murismusculi
Meles meles,Capillaria mustelorum
Alectoris rufa,Capillaria obsignata
Neomys fodiens,Capillaria oesophagicola
Crocidura russula,Capillaria soricicola
Talpa occidentalis,Capillaria talpae
Passer domesticus,Capillaria tridens
Turdus philomelos,Cardiofilaria inornata
Turdus iliacus,Cardiofilaria pavlovskyi
Turdus philomelos,Carinema campanae
Arvicola sapidus,Carolinensis minutus
Chionomys nivalis,Carolinensis minutus
Microtus agrestis,Carolinensis minutus
Microtus gerbei,Carolinensis minutus
Merops apiaster,Cathematella gendrei
Sus scrofa,Choerostrongylus pudendotectus
Phalacrocorax aristotelis,Contracaecum rudolphii
Rana temporaria,Cosmocerca commutata
Rana iberica,Cosmocerca ornata
Mustela nivalis,Crenosoma melesi
Alectoris rufa,Cyrnea seurati
Capra pyrenaica,Cystocaulus ocreatus
Ovis aries,Cystocaulus ocreatus
Capra pyrenaica,Dictyocaulus filaria
Canis lupus,Dipetalonema dracunculoides
Carduelis carduelis,Diplotriaena affinis
Turdus iliacus,Diplotriaena henryi
Pyrrhocorax graculus,Diplotriaena isabellina
Pyrrhocorax pyrrhocorax,Diplotriaena isabellina
Sylvia atricapilla,Diplotriaena monticelliana
Sylvia atricapilla,Diplotriaena tridens
Bufo bufo,Dorylaimus parasiticus
Salamandra salamandra,Dorylaimus parasiticus
Cervus elaphus,Elaeophora elaphi
Oxyura leucocephala,Epomidiostomum uncinatum
Lynx pardinus,Eucoleus aerophilus
Martes foina,Eucoleus aerophilus
Arvicola sapidus,Eucoleus bacillatus
Microtus arvalis,Eucoleus bacillatus
Phasianus colchicus,Eucoleus contortus
Lutra lutra,Eucoleus schvalovoj
Turdus iliacus,Eufilaria delicata
Turdus philomelos,Eufilaria delicata
Passer domesticus,Eufilaria sergenti
Serinus serinus,Eufilaria sergenti
Fulica atra,Eustrongylides mergorum
Gallinula chloropus,Eustrongylides mergorum
Herpestes ichneumon,Filaroides martis
Coloeus monedula,Gongylonema pacoi
Garrulus glandarius,Gongylonema pacoi
Pica pica,Gongylonema pacoi
Cervus elaphus,Gongylonema pulchrum
Crocidura russula,Gongylonema soricis
Cyanopica cyanus,Gongylonema pacoi
Herpestes ichneumon,Graphidium strigosum
Lepus granatensis,Graphidium strigosum
Accipiter nisus,Habronema leptoptera
Falco subbuteo,Habronema leptoptera
Capra pyrenaica,Haemonchus contortus
Chionomys nivalis,Heligmosomoides glareoli
Arvicola sapidus,Heligmosomoides laevis
Chionomys nivalis,Heligmosomoides laevis
Rattus norvegicus,Heligmosomoides polygyrus
Chionomys nivalis,Heligmosomum costellatum
Microtus lusitanicus,Heligmosomum costellatum
Alectoris rufa,Heterakis gallinarum
Coturnix coturnix,Heterakis gallinarum
Alectoris rufa,Heterakis tenuicauda
Myotis myotis,Histiostrongylus viguerasi
Rhinolophus ferrumequinum,Histiostrongylus viguerasi
Buteo buteo,Icosiella neglecta
Talpa occidentalis,Liniscus capillaris
Coracias garrulus,Lissonema coraciae
Miniopterus schreibersii,Litomosa beaucournui
Miniopterus schreibersii,Litomosa ottavianii
Myotis myotis,Litomosa ottavianii
Pipistrellus pipistrellus,Litomosa ottavianii
Rhinolophus euryale,Litomosa ottavianii
Rhinolophus ferrumequinum,Litomosa ottavianii
Rhinolophus mehelyi,Litomosa ottavianii
Crocidura russula,Longistriata baeri
Sorex araneus,Longistriata baeri
Crocidura russula,Longistriata confusa
Crocidura suaveolens,Longistriata depressa
Crocidura russula,Longistriata pseudodidas
Capra pyrenaica,Marshallagia marshalli
Capra pyrenaica,Marshallagia occidentalis
Chionomys nivalis,Mastophorus muris
Felis silvestris,Mastophorus muris
Genetta genetta,Mastophorus muris
Lynx pardinus,Mastophorus muris
Martes foina,Mastophorus muris
Mustela nivalis,Mastophorus muris
Mustela putorius,Mastophorus muris
Vulpes vulpes,Mastophorus muris
Triturus marmoratus,Megalobatrachonema campanae
Hyla meridionalis,Megalobatrachonema terdentatum
Triturus marmoratus,Megalobatrachonema terdentatum
Testudo hermanni,Mehdiella petterae
Pica pica,Microtetrameres corderoi
Vulpes vulpes,Molineus legerae
Mustela lutreola,Molineus patens
Capra pyrenaica,Muellerius capillaris
Oryctolagus cuniculus,Nematodirella zembrae
Lepus granatensis,Nematodiroides zembrae
Capra pyrenaica,Nematodirus abnormalis
Capra pyrenaica,Nematodirus davtiani
Capra pyrenaica,Nematodirus filicollis
Gazella cuvieri,Nematodirus filicollis
Gazella cuvieri,Nematodirus helvetianus
Capra pyrenaica,Nematodirus oiratianus
Oryctolagus cuniculus,Nematodirus zembrae
Rhinolophus ferrumequinum,Neohistiostrongylus viguerasi
Ovis aries,Neostrongylus linearis
Cervus elaphus,Oesophagostomum cervi
Turdus iliacus,Ornithofilaria mavis
Turdus merula,Ornithofilaria mavis
Turdus philomelos,Ornithofilaria mavis
Felis catus,Oslerus rostratus
Bos taurus,Ostertagia circumcincta
Capra pyrenaica,Ostertagia circumcincta
Bos taurus,Ostertagia crimensis
Gazella cuvieri,Ostertagia harrisi
Bos taurus,Ostertagia lyrata
Capra pyrenaica,Ostertagia lyrata
Capra pyrenaica,Ostertagia occidentalis
Capra pyrenaica,Ostertagia ostertagi
Gazella cuvieri,Ostertagia ostertagi
Capra pyrenaica,Ostertagia trifurcata
Capra pyrenaica,Ostertagia trifurcata/pinnata
Podarcis muralis,Oswaldocruzia filiformis
Rana iberica,Oswaldocruzia filiformis
Bufo bufo,Oswaldocruzia galeonoae
Rana temporaria,Oswaldocruzia guyetanti
Alytes obstetricans,Oxysomatium brevicaudatum
Hyla arborea,Oxysomatium brevicaudatum
Rana iberica,Oxysomatium brevicaudatum
Rana temporaria,Oxysomatium brevicaudatum
Salamandra salamandra,Oxysomatium brevicaudatum
Triturus marmoratus,Oxysomatium brevicaudatum
Natrix maura,Paracapillaria mingazzini
Crocidura russula,Paracrenosoma combesi
Larus cachinnans,Paracuaria adunca
Tarentola mauritanica,Parapharyngodon bulbosus
Tarentola gomerensis,Parapharyngodon echinatus
Tarentola mauritanica,Parapharyngodon echinatus
Crocidura russula,Parastrongyloides winchesi
Talpa caeca,Parastrongyloides winchesi
Talpa occidentalis,Parastrongyloides winchesi
Lepus granatensis,Passalurus ambiguus
Martes foina,Pearsonema plica
Meles meles,Pearsonema plica
Streptopelia turtur,Pelecitus clava
Tarentola mauritanica,Pharyngodon auziensis
Tarentola mauritanica,Pharyngodon neyrai
Falco eleonorae,Physaloptera alata
Bubo bubo,Physaloptera crosi
Felis silvestris,Physaloptera praeputialis
Genetta genetta,Physaloptera praeputialis
Lynx pardinus,Physaloptera praeputialis
Eliomys quercinus,Physaloptera sibirica
Meles meles,Physaloptera sibirica
Vulpes vulpes,Physaloptera sibirica
Milvus milvus,Porrocaecum angusticolle
Oryctolagus cuniculus,Protostrongylus commutatus
Ovis aries,Protostrongylus muraschkinzewi
Capra pyrenaica,Protostrongylus rufescens
Ovis aries,Protostrongylus rufescens
Lepus europaeus,Protostrongylus tauricus
Genetta genetta,Pterygodermatites affinis
Genetta genetta,Pterygodermatites leiperi
Bufo bufo,Raphidascaris acus
Rana iberica,Raphidascaris acus
Rana iberica,Rhabdias bufonis
Natrix maura,Rhabdias fuscovenosa
Chionomys nivalis,Rhabditis orbitalis
Eptesicus serotinus,Rictularia affinis
Genetta genetta,Rictularia affinis
Herpestes ichneumon,Rictularia affinis
Genetta genetta,Rictularia leiperi
Erinaceus europaeus,Rictularia plagiostoma
Arvicola sapidus,Rictularia proni
Martes foina,Rictularia proni
Vulpes vulpes,Rictularia proni
Sciurus vulgaris,Rodentoxyuris sciuri
Hyla meridionalis,Seuratascaris numidicum
Rana iberica,Seuratascaris numidicum
Vulpes vulpes,Seuratascaris numidicum
Stercorarius skua,Seuratia shipleyi
Oriolus oriolus,Sicarius dipterum
Podarcis muralis,Skrjabinelazia pyrenaica
Tarentola mauritanica,Skrjabinodon mascomai
Podarcis muralis,Skrjabinodon medinae
Talpa occidentalis,Soboliphyme huridiniformis
Tarentola mauritanica,Spauligodon auziensis
Podarcis muralis,Spauligodon carbonelli
Hemidactylus turcicus,Spauligodon paratectipenis
Tarentola mauritanica,Spauligodon paratectipenis
Cervus elaphus,Spiculopteragia bohmi
Genetta genetta,Spirocerca lupi
Lynx pardinus,Spirocerca lupi
Herpestes ichneumon,Spirura dentata
Talpa occidentalis,Spirura talpae
Turdus iliacus,Splendidofilaria boehmi
Turdus merula,Splendidofilaria boehmi
Turdus philomelos,Splendidofilaria boehmi
Turdus iliacus,Splendidofilaria mavis
Turdus philomelos,Splendidofilaria mavis
Crocidura russula,Stammerinema rhopalocephala
Herpestes ichneumon,Stenuroides herpestis
Phoenicopterus ruber,Striatofilaria phoenicopteri
Mustela lutreola,Strongyloides mustelorum
Mustela nivalis,Strongyloides mustelorum
Mustela putorius,Strongyloides mustelorum
Natrix maura,Strongyloides natricis
Natrix natrix,Strongyloides natricis
Cervus elaphus,Strongyloides papillosus
Cervus elaphus,Strongyloides ransomi
Mus musculus,Strongyloides ratti
Canis lupus,Strongyloides stercoralis
Lynx pardinus,Strongyloides stercoralis
Martes foina,Strongyloides stercoralis
Coturnix coturnix,Subulura baylisi
Garrulus glandarius,Subulura baylisi
Athene noctua,Subulura bolivari
Glaucidium passerinum,Subulura glaucidii
Caprimulgus ruficollis,Subulura leprincei
Coturnix coturnix,Subulura strongylina
Caprimulgus ruficollis,Subulura subulata
Alectoris rufa,Syngamus trachea
Tyto alba,Synhimantus affinis
Arvicola sapidus,Syphacia nigeriana
Chionomys nivalis,Syphacia nigeriana
Microtus cabrerae,Syphacia nigeriana
Pterocles alchata,Syphaciella capensis
Testudo hermanni,Tachygonetria dentata
Testudo graeca,Tachygonetria macrolaimus
Testudo graeca,Tachygonetria numidica
Capra pyrenaica,Teladorsagia circumcincta
Gazella cuvieri,Teladorsagia circumcincta
Capra pyrenaica,Teladorsagia davtiani
Gazella cuvieri,Teladorsagia davtiani
Capra pyrenaica,Teladorsagia trifurcata
Columba livia,Tetrameres fissispina
Testudo hermanni,Thaparia bourgati
Testudo hermanni,Thaparia carlosfeliui
Tarentola mauritanica,Thelandros micipsae
Genetta genetta,Toxascaris leonina
Lynx pardinus,Toxascaris leonina
Felis silvestris,Toxocara canis
Genetta genetta,Toxocara canis
Lynx pardinus,Toxocara canis
Mustela putorius,Toxocara canis
Lynx pardinus,Toxocara cati
Genetta genetta,Toxocara mystax
Lynx pardinus,Toxocara mystax
Felis silvestris,Trichinella nelsoni
Talpa europaea,Tricholinstowia mornanti
Talpa occidentalis,Tricholinstowia mornanti
Capra pyrenaica,Trichostrongylus axei
Capra pyrenaica,Trichostrongylus capricola
Capra pyrenaica,Trichostrongylus colubriformis
Lepus granatensis,Trichostrongylus colubriformis
Gazella dorcas,Trichostrongylus probolurus
Apodemus sylvaticus,Trichostrongylus retortaeformis
Arvicola sapidus,Trichostrongylus retortaeformis
Lepus granatensis,Trichostrongylus retortaeformis
Capra pyrenaica,Trichostrongylus vitrinus
Gazella cuvieri,Trichostrongylus vitrinus
Gazella dorcas,Trichostrongylus vitrinus
Cervus elaphus,Trichuris globulosa
Cervus elaphus,Trichuris guevarai
Cervus elaphus,Trichuris skrjabini
Herpestes ichneumon,Vogeloides oesophagea
Rangifer tarandus,Marshallagia occidentalis
Rangifer tarandus,Skrjabinagia arctica
Rangifer tarandus,Teladorsagia davtiani
Varanus niloticus,Abbreviata quadrovaria
Cygnus olor,Amidostomum anseris
Damaliscus korrigum,Dictyocaulus africanus
Anhinga melanogaster,Eustrongylides africanus
Ardea goliath,Eustrongylides africanus
Leptoptilos crumeniferus,Eustrongylides africanus
Pelecanus rufescens,Eustrongylides africanus
Tarentola annularis,Physalopteroides tarentolae
Agama mossambica,Thelandros alatus
Lynx canadensis,Capillaria aerophila
Erinaceus europaeus,Crenosoma vulpis
Alces alces,Dictyocaulus capreolus
Alces alces,Elaphostrongylus alcis
Rangifer tarandus,Onchocerca tarsicola
Rana arvalis,Oxysomatium brevicaudatum
Lynx canadensis,Toxocara canis
Alces alces,Varestrongylus alces
Lynx lynx,Aelurostrongylus abstrusus
Apodemus alpicola,Eucoleus gastricus
Apodemus sylvaticus,Eucoleus gastricus
Apodemus alpicola,Heligmosomoides polygyrus
Nyctalus lasiopterus,Molinostrongylus aelleni
Tetrao urogallus,Pterothominx blomei
Apodemus alpicola,Syphacia stroma
Acridotheres tristis,Acuaria alii
Motacilla cinerea,Acuaria alii
Phoenicurus ochruros,Acuaria alii
Sturnus vulgaris,Acuaria alii
Acridotheres tristis,Acuaria anthuris
Cinclus cinclus,Acuaria anthuris
Eremophila alpestris,Acuaria anthuris
Myophonus caeruleus,Acuaria anthuris
Passer domesticus,Acuaria anthuris
Pastor roseus,Acuaria anthuris
Pyrrhocorax pyrrhocorax,Acuaria anthuris
Emberiza bruniceps,Acuaria brumpti
Eremophila alpestris,Acuaria brumpti
Myophonus caeruleus,Acuaria caeruleus
Corvus corax,Acuaria cordata
Lanius excubitor,Acuaria cordata
Lanius schach,Acuaria cordata
Motacilla cinerea,Acuaria cordata
Pastor roseus,Acuaria cordata
Phoenicurus ochruros,Acuaria cordata
Motacilla alba,Acuaria dicrura
Oriolus oriolus,Acuaria gracilis
Motacilla cinerea,Acuaria lina
Muscicapa striata,Acuaria muscicapae
Pastor roseus,Acuaria papillifera
Phylloscopus trochiloides,Acuaria papillifera
Sylvia communis,Acuaria papillifera
Sylvia curruca,Acuaria papillifera
Passer montanus,Acuaria skrjabini
Pica pica,Acuaria skrjabini
Anas acuta,Amidostomum acutum
Anas clypeata,Amidostomum acutum
Anas penelope,Amidostomum acutum
Anas querquedula,Amidostomum acutum
Anas strepera,Amidostomum acutum
Aythya ferina,Amidostomum acutum
Netta rufina,Amidostomum acutum
Vanellus vanellus,Amidostomum acutum
Anas platyrhynchos,Amidostomum anatinum
Anas querquedula,Amidostomum anseris
Anas strepera,Amidostomum anseris
Himantopus himantopus,Amidostomum chevreuxi
Porzana porzana,Amidostomum fulicae
Rallus aquaticus,Amidostomum fulicae
Anas platyrhynchos,Amidostomum orientale
Aythya ferina,Amidostomum orientale
Aythya fuligula,Amidostomum orientale
Netta rufina,Amidostomum orientale
Phoenicurus erythronotus,Aprocta cylindrica
Alcedo atthis,Aviculariella alcedonis
Botaurus stellaris,Avioserpens galliardi
Ixobrychus minutus,Avioserpens galliardi
Larus argentatus,Capillaria carbonis
Sterna hirundo,Capillaria carbonis
Motacilla alba,Capillaria corvorum
Pastor roseus,Capillaria ovopunctata
Petronia petronia,Capillaria ovopunctata
Turdus ruficollis,Capillaria ovopunctata
Podiceps auritus,Capillaria podicipitis
Tachybaptus ruficollis,Capillaria ryzhikovi
Oriolus oriolus,Cardiofilaria pavlovskyi
Aquila chrysaetos,Chandlerella falconis
Aquila heliaca,Contracaecum microcephalum
Ardea cinerea,Contracaecum microcephalum
Botaurus stellaris,Contracaecum microcephalum
Ixobrychus minutus,Contracaecum microcephalum
Mergus merganser,Contracaecum microcephalum
Podiceps cristatus,Contracaecum microcephalum
Aythya nyroca,Contracaecum ovale
Mergus merganser,Contracaecum ovale
Larus argentatus,Contracaecum rudolphii
Larus canus,Contracaecum rudolphii
Larus argentatus,Cosmocephalus firlottei
Coracias garrulus,Cyrnea capitellata
Phasianus colchicus,Cyrnea eurycerca
Myophonus caeruleus,Cyrnea parroti
Podiceps cristatus,Decorataria decorata
Ardea cinerea,Desmidocercella numidica
Ixobrychus minutus,Desmidocercella numidica
Ardea alba,Dicheilonema ciconiae
Rhea americana,Dicheilonema rheae
Accipiter nisus,Diplotriaena falconis
Pyrrhocorax graculus,Diplotriaena graculi
Pyrrhocorax pyrrhocorax,Diplotriaena graculi
Alauda arvensis,Diplotriaena henryi
Myophonus caeruleus,Diplotriaena henryi
Oenanthe isabellina,Diplotriaena isabellina
Riparia paludicola,Diplotriaena obtusa
Emberiza bruniceps,Diplotriaena ozouxi
Emberiza leucocephalos,Diplotriaena ozouxi
Motacilla citreola,Diplotriaena ozouxi
Monticola saxatilis,Diplotriaena pungens
Myophonus caeruleus,Diplotriaena pungens
Sitta tephronota,Diplotriaena pungens
Phoenicurus ochruros,Diplotriaena shikhobalovi
Passer montanus,Diplotriaena sokolovi
Phoenicurus erythronotus,Diplotriaena sokolovi
Anas crecca,Echinuria uncinata
Aythya ferina,Echinuria uncinata
Anas strepera,Epomidiostomum crami
Anser anser,Epomidiostomum crami
Aythya ferina,Epomidiostomum uncinatum
Aythya fuligula,Epomidiostomum uncinatum
Netta rufina,Epomidiostomum uncinatum
Tetraogallus himalayensis,Eucoleus annulatus
Anas acuta,Eucoleus contortus
Anas clypeata,Eucoleus contortus
Anas crecca,Eucoleus contortus
Anas querquedula,Eucoleus contortus
Anas strepera,Eucoleus contortus
Charadrius dubius,Eucoleus contortus
Larus argentatus,Eucoleus contortus
Netta rufina,Eucoleus contortus
Pica pica,Eucoleus contortus
Rallus aquaticus,Eucoleus contortus
Charadrius dubius,Eucoleus obtusiuscula
Charadrius mongolus,Eucoleus obtusiuscula
Tringa stagnatilis,Eucoleus obtusiuscula
Vanellus vanellus,Eucoleus obtusiuscula
Sterna hirundo,Eufilaria lari
Streptopelia orientalis,Eulimdana clava
Botaurus stellaris,Eustrongylides mergorum
